Id,Concurso,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,6ª Dezena
1545,1415,51,49,46,40,36,26
1546,1416,49,3,19,35,22,24
1547,1416,49,3,19,35,22,24
1548,1417,12,56,5,52,45,59
1549,1417,12,56,5,52,45,59
1550,1417,12,56,5,52,45,59
1551,1417,12,56,5,52,45,59
1552,1418,7,8,10,27,12,56
1553,1419,52,21,48,58,30,17
1554,1420,45,16,18,11,36,2
1555,1421,31,39,59,19,53,44
1556,1422,17,44,2,5,13,39
1557,1423,43,8,21,27,3,25
1558,1423,43,8,21,27,3,25
1559,1423,43,8,21,27,3,25
1560,1424,60,38,29,3,7,15
1561,1425,7,29,50,16,38,36
1562,1426,24,44,6,15,18,30
1563,1427,47,44,53,56,8,39
1564,1428,15,55,37,34,19,7
1565,1429,9,22,60,48,12,39
1566,1430,19,2,30,46,22,52
1567,1431,33,54,40,5,9,13
1568,1432,16,24,25,45,59,42
1569,1433,14,46,40,13,4,52
1570,1434,3,34,58,22,18,55
1571,1434,3,34,58,22,18,55
1572,1435,45,47,50,52,15,4
1573,1436,1,23,13,30,24,57
1574,1437,48,37,26,22,38,23
1575,1438,49,7,33,31,36,14
1576,1438,49,7,33,31,36,14
1577,1439,35,55,2,43,34,42
1578,1440,6,28,56,2,36,51
1579,1441,56,29,53,36,38,17
1580,1442,12,20,13,49,34,30
1581,1443,52,32,12,54,20,48
1582,1444,2,5,55,28,27,48
1583,1445,41,32,19,58,5,49
1584,1446,13,32,6,51,40,24
1585,1447,1,41,28,33,39,19
1586,1448,25,29,36,1,56,60
1587,1449,2,18,30,56,52,6
1588,1450,27,45,44,26,38,31
1589,1451,57,10,33,2,11,52
1590,1452,50,57,58,28,2,14
1591,1453,47,32,25,57,6,13
1592,1454,27,52,41,29,4,48
1593,1455,33,14,52,36,32,41
1594,1455,33,14,52,36,32,41
1595,1455,33,14,52,36,32,41
1596,1456,36,6,40,14,8,26
1597,1457,34,16,46,15,42,59
1598,1458,2,16,4,44,33,51
1599,1459,2,6,35,30,52,34
1600,1460,50,52,14,4,27,38
1601,1461,44,31,49,54,36,47
1602,1462,5,9,25,40,38,27
1603,1463,40,22,13,29,48,28
1604,1464,59,2,54,32,24,50
1605,1465,11,6,53,44,16,26
1606,1466,4,13,51,37,6,34
1607,1467,41,53,26,23,52,24
1608,1468,2,20,37,19,1,10
1609,1469,4,56,54,13,35,58
1610,1470,2,34,51,36,38,55
1611,1470,2,34,51,36,38,55
1612,1471,58,33,36,40,25,10
1613,1472,12,23,25,18,45,50
1614,1473,60,12,57,58,33,2
1615,1474,2,43,11,1,3,28
1616,1475,13,12,51,37,48,44
1617,1476,26,10,4,37,47,57
1618,1477,50,59,56,46,3,4
1619,1478,10,40,27,47,55,37
1620,1479,57,21,54,48,50,60
1621,1480,9,14,26,36,52,21
1622,1481,40,27,55,17,28,44
1623,1482,11,9,6,34,41,53
1624,1483,55,53,1,35,56,39
1625,1484,49,29,17,53,20,24
1626,1485,30,59,27,36,4,54
1627,1486,10,1,34,54,6,40
1628,1487,4,17,23,28,9,53
1629,1488,4,51,45,22,38,25
1630,1489,48,15,24,28,1,26
1631,1490,31,32,43,3,52,1
1632,1491,56,6,45,60,26,50
1633,1492,48,44,46,4,18,9
1634,1493,30,24,12,49,7,27
1635,1493,30,24,12,49,7,27
1636,1494,50,28,35,24,2,14
1637,1495,13,49,4,44,14,57
1638,1496,28,18,41,54,14,47
1639,1497,58,7,27,45,4,5
1640,1498,11,46,27,49,6,40
1641,1499,26,37,8,22,54,33
1642,1500,57,43,18,59,10,31
1643,1501,13,37,54,7,29,1
1644,1502,6,43,22,52,57,51
1645,1503,36,22,42,3,16,4
1646,1504,41,2,42,30,12,10
1647,1505,32,1,6,9,16,2
1648,1506,49,34,42,18,3,14
1649,1507,46,24,51,50,56,52
1650,1508,58,39,18,17,35,30
1651,1508,58,39,18,17,35,30
1652,1509,27,51,1,46,59,6
1653,1510,1,8,44,17,46,53
1654,1511,8,29,31,4,17,45
1655,1512,35,11,28,46,42,58
1656,1513,31,57,17,56,28,58
1657,1514,23,16,17,59,42,60
1658,1515,59,49,13,18,4,14
1659,1516,34,60,18,45,4,20
1660,1517,45,38,52,17,7,56
1661,1518,28,8,55,41,48,9
1662,1519,6,23,56,15,5,59
1663,1520,36,46,48,31,7,35
1664,1521,18,30,14,11,33,39
1665,1522,33,5,23,32,8,56
1666,1523,25,39,44,41,31,22
1667,1524,40,53,12,46,2,52
1668,1525,30,46,35,54,26,2
1669,1526,51,47,28,10,59,16
1670,1527,32,44,42,48,16,36
1671,1528,4,13,58,36,19,15
1672,1529,35,17,15,34,49,11
1673,1530,53,10,28,16,48,33
1674,1530,53,10,28,16,48,33
1675,1531,24,41,12,42,44,13
1676,1532,42,2,11,23,31,44
1677,1532,42,2,11,23,31,44
1678,1532,42,2,11,23,31,44
1679,1533,29,21,47,57,13,34
1680,1534,28,12,34,29,1,48
1681,1535,55,25,9,8,54,41
1682,1536,18,32,29,13,50,58
1683,1537,6,56,33,50,51,10
1684,1538,35,52,27,53,57,23
1685,1539,10,49,8,58,20,26
1686,1540,54,47,27,17,3,32
1687,1541,37,5,24,44,49,58
1688,1542,7,12,57,11,30,39
1689,1543,30,7,23,20,15,41
1690,1544,30,50,45,2,35,21
1691,1545,6,48,11,45,4,24
1692,1546,38,44,17,60,4,53
1693,1547,28,21,9,10,2,18
1694,1548,44,41,42,54,47,19
1695,1549,32,53,16,20,12,10
1696,1550,21,56,36,9,13,27
1697,1551,2,23,38,15,21,19
1698,1552,7,18,26,46,39,24
1699,1553,29,21,20,46,22,60
1700,1554,30,52,50,49,53,32
1701,1555,5,52,59,2,33,23
1702,1556,7,52,11,10,1,4
1703,1557,46,18,16,45,31,4
1704,1558,31,42,15,7,17,54
1705,1559,37,58,12,29,8,16
1706,1560,30,47,53,38,20,36
1707,1560,30,47,53,38,20,36
1708,1560,30,47,53,38,20,36
1709,1560,30,47,53,38,20,36
1710,1561,28,26,54,55,23,60
1711,1562,12,10,51,37,23,47
1712,1563,43,36,1,20,13,6
1713,1564,54,44,38,25,46,53
1714,1565,43,41,37,51,18,39
1715,1566,11,32,60,5,6,36
1716,1567,53,38,30,2,15,48
1717,1568,28,58,19,24,42,25
1718,1569,42,15,18,31,5,53
1719,1570,18,46,42,15,56,24
1720,1571,46,60,55,32,3,29
1721,1572,46,42,27,45,20,47
1722,1573,7,16,36,35,38,21
1723,1574,6,28,33,48,46,27
1724,1575,1,5,4,45,14,56
1725,1576,26,30,21,15,13,46
1726,1577,25,32,11,59,51,14
1727,1578,6,53,56,30,37,3
1728,1579,34,25,40,51,60,49
1729,1580,1,6,14,17,33,36
1730,1580,1,6,14,17,33,36
1731,1581,31,34,15,14,25,30
1732,1582,4,17,1,48,13,38
1733,1583,18,2,9,47,17,45
1734,1584,27,54,28,50,22,3
1735,1585,55,47,43,48,49,2
1736,1586,47,58,8,43,39,46
1737,1587,8,21,19,30,52,56
1738,1588,36,29,23,49,32,45
1739,1588,36,29,23,49,32,45
1740,1589,11,41,51,5,19,4
1741,1590,40,7,44,55,34,20
1742,1591,4,23,55,10,38,33
1743,1592,41,49,36,42,31,38
1744,1593,4,17,38,9,18,21
1745,1594,53,43,23,6,7,8
1746,1595,59,5,42,8,46,2
1747,1595,59,5,42,8,46,2
1748,1596,5,12,1,7,45,10
1749,1597,16,52,5,44,10,50
1750,1598,36,47,42,29,53,31
1751,1599,35,10,15,58,36,3
1752,1600,9,46,23,32,35,57
1753,1601,60,24,56,45,10,8
1754,1602,8,44,40,35,22,12
1755,1603,13,53,20,31,60,27
1756,1604,21,40,51,27,24,2
1757,1605,42,30,9,19,31,21
1758,1606,54,1,15,37,46,42
1759,1607,32,41,51,7,31,52
1760,1608,6,43,17,5,54,59
1761,1609,2,26,6,13,53,60
1762,1610,36,53,35,9,1,4
1763,1611,24,51,50,28,58,47
1764,1612,17,51,36,6,42,13
1765,1612,17,51,36,6,42,13
1766,1613,31,18,4,46,44,49
1767,1614,49,27,43,17,14,21
1768,1615,26,20,5,44,33,31
1769,1616,46,40,58,31,28,42
1770,1617,23,31,47,54,3,26
1771,1617,23,31,47,54,3,26
1772,1618,9,51,20,24,52,43
1773,1619,46,17,5,42,47,8
1774,1620,57,23,38,13,34,27
1775,1621,24,22,38,49,10,39
1776,1622,21,7,5,53,45,4
1777,1623,33,56,59,43,50,49
1778,1624,32,2,27,47,58,41
1779,1625,45,11,22,52,36,40
1780,1626,3,52,5,43,35,14
1781,1627,26,57,20,32,45,41
1782,1628,38,26,60,34,29,50
1783,1629,47,20,35,4,59,24
1784,1630,30,43,7,44,1,54
1785,1631,47,48,44,60,4,29
1786,1632,18,56,27,6,24,59
1787,1633,2,11,49,13,36,1
1788,1634,44,9,33,10,23,51
1789,1635,30,32,51,8,28,23
1790,1636,33,19,52,51,35,26
1791,1637,5,56,24,55,1,47
1792,1638,38,2,42,58,41,1
1793,1639,35,51,34,49,16,29
1794,1639,35,51,34,49,16,29
1795,1640,6,18,46,23,31,2
1796,1640,6,18,46,23,31,2
1797,1641,51,30,29,33,46,23
1798,1642,47,3,43,42,60,23
1799,1643,19,20,16,60,28,37
1800,1644,10,16,34,13,60,22
1801,1645,31,37,21,38,8,18
1802,1646,34,23,41,19,40,58
1803,1647,38,54,23,12,17,53
1804,1648,48,18,15,22,20,16
1805,1649,54,33,24,44,38,42
1806,1650,23,57,29,17,60,38
1807,1651,27,44,8,35,38,41
1808,1652,44,28,24,57,7,26
1809,1653,45,22,27,21,1,32
1810,1654,50,33,42,7,58,16
1811,1655,56,46,7,24,28,53
1812,1655,56,46,7,24,28,53
1813,1656,6,4,43,54,56,11
1814,1657,10,54,37,45,14,7
1815,1658,7,40,19,49,11,23
1816,1659,20,33,37,49,4,10
1817,1660,17,38,42,51,34,8
1818,1661,16,48,43,27,58,13
1819,1662,57,10,25,14,33,29
1820,1662,57,10,25,14,33,29
1821,1663,20,27,49,40,55,18
1822,1664,48,8,21,36,23,29
1823,1665,20,11,16,1,56,5
1824,1665,20,11,16,1,56,5
1825,1665,20,11,16,1,56,5
1826,1665,20,11,16,1,56,5
1827,1666,51,27,1,23,45,2
1828,1667,51,24,56,7,12,44
1829,1668,47,40,55,57,52,5
1830,1669,29,28,31,48,45,49
1831,1670,1,33,30,17,47,19
1832,1671,21,31,56,55,45,27
1833,1672,20,10,1,5,42,3
1834,1673,35,10,47,5,24,23
1835,1674,42,59,30,58,50,22
1836,1675,36,3,35,56,18,34
1837,1676,2,1,37,51,48,11
1838,1677,52,33,15,28,51,10
1839,1677,52,33,15,28,51,10
1840,1678,35,52,17,19,9,11
1841,1679,28,2,1,46,27,47
1842,1680,37,46,47,51,23,38
1843,1681,1,33,8,11,6,50
1844,1682,13,39,51,37,35,7
1845,1683,48,4,12,34,32,33
1846,1684,9,12,31,50,18,39
1847,1685,39,46,18,51,31,3
1848,1686,44,37,9,55,14,46
1849,1686,44,37,9,55,14,46
1850,1686,44,37,9,55,14,46
1851,1687,15,58,24,37,46,49
1852,1688,18,23,42,56,32,30
1853,1689,41,2,53,5,13,27
1854,1689,41,2,53,5,13,27
1855,1690,24,45,53,35,26,21
1856,1691,39,45,58,10,1,24
1857,1692,44,56,13,14,27,11
1858,1693,19,18,38,5,21,15
1859,1694,34,29,20,37,57,45
1860,1695,36,43,38,24,58,44
1861,1696,12,1,31,37,17,46
1862,1697,8,30,23,51,53,58
1863,1698,24,44,28,13,45,11
1864,1699,1,10,30,33,38,6
1865,1700,58,41,48,50,15,18
1866,1701,9,3,18,40,32,56
1867,1702,39,52,17,35,19,33
1868,1703,49,3,35,39,23,26
1869,1704,11,7,59,51,32,1
1870,1705,50,37,51,27,29,25
1871,1706,12,31,34,48,36,56
1872,1707,36,27,20,7,16,52
1873,1708,38,50,29,45,17,32
1874,1709,30,7,47,35,19,42
1875,1710,59,56,7,28,21,58
1876,1711,38,22,50,45,26,39
1877,1712,50,19,59,2,29,12
1878,1713,3,29,10,16,23,27
1879,1713,3,29,10,16,23,27
1880,1714,51,2,24,52,36,8
1881,1715,20,16,35,40,60,53
1882,1716,25,36,2,53,42,41
1883,1717,9,58,16,44,2,37
1884,1718,30,53,4,31,47,32
1885,1719,44,22,31,54,34,1
1886,1720,49,39,18,31,57,23
1887,1721,12,33,4,38,36,19
1888,1722,41,39,9,49,23,58
1889,1723,27,60,30,14,46,52
1890,1724,27,39,37,58,60,33
1891,1725,26,31,30,18,16,34
1892,1726,42,54,57,3,49,10
1893,1727,4,6,41,40,19,20
1894,1728,28,39,8,59,42,3
1895,1729,53,14,44,7,23,43
1896,1730,1,24,10,17,42,51
1897,1730,1,24,10,17,42,51
1898,1731,59,49,43,5,27,18
1899,1732,25,60,34,53,45,38
1900,1733,5,9,41,14,3,46
1901,1734,52,29,17,41,12,25
1902,1735,46,16,33,45,34,6
1903,1736,13,32,12,41,24,29
1904,1737,59,5,51,42,50,8
1905,1738,53,46,28,48,37,12
1906,1739,34,17,9,46,10,32
1907,1740,38,15,47,25,10,53
1908,1741,49,18,20,32,15,48
1909,1742,23,27,21,19,52,11
1910,1743,34,31,29,4,10,35
1911,1744,12,9,56,29,14,42
1912,1745,13,47,60,18,52,9
1913,1746,37,40,6,58,41,18
1914,1747,53,34,59,33,48,6
1915,1747,53,34,59,33,48,6
1916,1748,2,53,13,49,10,41
1917,1749,33,13,14,3,43,29
1918,1750,17,41,48,15,20,31
1919,1751,42,22,51,23,57,15
1920,1752,36,53,55,37,60,9
1921,1753,54,8,45,29,35,15
1922,1754,20,31,40,30,27,53
1923,1755,48,5,30,18,8,2
1924,1756,28,13,6,14,45,35
1925,1757,43,13,28,56,37,25
1926,1758,6,23,16,11,42,36
1927,1759,2,14,21,60,22,51
1928,1760,25,10,24,47,48,36
1929,1761,53,36,10,9,50,55
1930,1762,45,59,42,55,32,26
1931,1763,21,9,15,36,12,31
1932,1764,6,7,41,39,29,55
1933,1765,1,28,56,37,6,58
1934,1766,60,23,22,46,53,41
1935,1767,44,26,39,35,16,45
1936,1768,35,11,7,50,34,5
1937,1769,32,44,54,60,47,37
1938,1770,34,30,41,11,27,26
1939,1771,38,2,27,28,32,20
1940,1772,27,39,19,41,12,45
1941,1772,27,39,19,41,12,45
1942,1773,45,41,39,30,15,59
1943,1774,1,52,30,60,20,12
1944,1775,31,2,51,42,18,56
1945,1775,31,2,51,42,18,56
1946,1775,31,2,51,42,18,56
1947,1775,31,2,51,42,18,56
1948,1775,31,2,51,42,18,56
1949,1775,31,2,51,42,18,56
1950,1776,39,11,48,14,19,10
1951,1777,55,4,44,38,19,52
1952,1778,4,38,48,10,45,40
1953,1779,25,56,30,12,39,57
1954,1780,20,6,33,22,31,34
1955,1781,22,8,52,1,53,49
1956,1781,22,8,52,1,53,49
1957,1782,34,57,47,18,6,52
1958,1783,38,16,21,4,18,6
1959,1784,30,15,54,55,26,4
1960,1785,27,5,42,54,41,11
1961,1786,34,8,2,21,25,6
1962,1787,1,29,13,25,5,26
1963,1787,1,29,13,25,5,26
1964,1788,42,45,56,13,3,59
1965,1789,57,59,6,25,43,58
1966,1790,28,13,11,26,50,27
1967,1791,55,12,50,18,53,46
1968,1792,47,41,18,17,2,16
1969,1793,56,13,22,54,14,58
1970,1794,1,5,37,60,34,40
1971,1795,55,50,42,58,47,30
1972,1796,54,22,48,34,23,53
1973,1797,2,57,35,13,54,14
1974,1798,9,28,45,2,23,53
1975,1799,53,1,3,4,51,39
1976,1800,31,56,16,6,11,19
1977,1801,19,45,43,6,54,34
1978,1802,6,14,2,17,44,13
1979,1803,4,29,8,49,38,50
1980,1804,20,50,48,59,28,21
1981,1805,17,49,27,22,57,31
1982,1806,11,42,55,58,35,20
1983,1807,43,15,22,1,16,25
1984,1808,20,25,45,2,41,14
1985,1809,23,12,54,46,9,24
1986,1810,56,10,43,50,1,25
1987,1811,32,37,5,35,17,57
1988,1812,45,34,23,20,37,32
1989,1813,51,9,13,15,19,11
1990,1814,53,51,27,11,46,9
1991,1815,60,8,25,39,41,11
1992,1815,60,8,25,39,41,11
1993,1815,60,8,25,39,41,11
1994,1816,12,10,46,28,22,5
1995,1817,47,1,26,55,39,4
1996,1818,10,53,15,2,6,56
1997,1819,37,26,18,30,33,17
1998,1820,27,19,23,3,45,40
1999,1821,53,31,19,52,36,22
2000,1821,53,31,19,52,36,22
2001,1822,22,53,26,1,43,50
2002,1823,54,34,59,21,9,4
2003,1824,19,30,60,12,6,5
2004,1825,21,54,10,50,51,11
2005,1826,43,48,32,19,17,51
2006,1827,43,33,53,26,54,42
2007,1828,40,32,11,6,59,48
2008,1829,53,32,30,7,24,13
2009,1830,29,3,54,7,37,60
2010,1831,55,15,48,32,28,27
2011,1832,34,47,57,56,14,46
2012,1833,2,42,3,27,16,7
2013,1834,2,22,51,24,48,17
2014,1835,50,36,8,28,47,58
2015,1836,59,18,45,60,8,15
2016,1837,41,48,57,50,44,54
2017,1838,59,24,30,8,57,5
2018,1839,28,32,22,56,58,7
2019,1840,33,41,48,15,17,47
2020,1841,6,51,13,38,49,3
2021,1842,18,43,22,24,16,34
2022,1843,28,26,33,41,8,54
2023,1844,4,3,37,39,48,50
2024,1845,9,3,29,13,30,51
2025,1846,49,26,30,34,24,6
2026,1847,45,1,57,49,50,6
2027,1848,58,41,50,40,9,55
2028,1849,35,27,3,11,44,5
2029,1850,24,32,23,40,41,38
2030,1851,35,22,8,37,21,18
2031,1852,29,13,49,50,45,17
2032,1853,2,41,39,1,34,45
2033,1854,59,30,43,31,34,25
2034,1855,6,38,24,39,15,10
2035,1856,14,9,2,32,22,37
2036,1857,53,35,52,25,23,13
2037,1858,55,30,28,59,33,22
2038,1859,13,26,1,21,14,51
2039,1860,10,40,30,44,36,60
2040,1861,45,9,60,2,35,4
2041,1862,8,49,35,42,56,2
2042,1862,8,49,35,42,56,2
2043,1863,23,45,16,58,59,56
2044,1864,5,4,37,40,60,14
2045,1865,42,5,32,37,1,31
2046,1866,14,36,60,38,17,44
2047,1867,3,43,21,17,22,10
2048,1868,25,5,31,1,28,23
2049,1869,11,26,24,52,40,23
2050,1870,30,40,33,18,20,32
2051,1871,17,58,33,52,11,3
2052,1872,39,11,56,46,13,25
2053,1873,25,5,53,28,41,54
2054,1874,43,28,10,37,47,44
2055,1875,53,45,47,1,52,55
2056,1876,7,18,51,41,44,39
2057,1877,35,13,32,16,24,23
2058,1878,56,26,40,16,57,12
2059,1879,20,58,10,59,57,5
2060,1880,19,51,56,16,5,37
2061,1881,30,10,53,44,3,56
2062,1882,41,35,37,10,19,9
2063,1883,28,59,16,47,27,60
2064,1884,38,1,32,4,23,59
2065,1885,59,7,18,23,32,14
2066,1886,7,40,54,15,3,45
2067,1887,23,56,41,46,34,11
2068,1888,48,1,18,45,17,10
2069,1888,48,1,18,45,17,10
2070,1889,30,25,23,44,28,16
2071,1890,5,24,51,22,11,53
2072,1890,5,24,51,22,11,53
2073,1890,5,24,51,22,11,53
2074,1890,5,24,51,22,11,53
2075,1890,5,24,51,22,11,53
2076,1890,5,24,51,22,11,53
2077,1891,47,1,3,19,23,58
2078,1892,50,22,6,37,30,17
2079,1893,17,58,45,19,28,16
2080,1894,31,35,57,54,21,53
2081,1895,3,5,2,34,10,15
2082,1896,25,6,14,21,3,15
2083,1897,52,9,58,47,22,25
2084,1898,53,12,58,55,34,45
2085,1899,48,35,44,23,36,20
2086,1900,46,11,8,43,28,27
2087,1901,30,53,26,11,37,12
2088,1902,25,18,2,21,9,7
2089,1902,25,18,2,21,9,7
2090,1902,25,18,2,21,9,7
2091,1903,9,43,10,15,45,28
2092,1904,21,18,56,15,51,12
2093,1905,43,54,29,57,35,56
2094,1906,27,40,33,6,39,60
2095,1907,3,48,44,35,25,38
2096,1908,10,27,57,13,23,4
2097,1909,47,43,45,40,57,11
2098,1910,9,6,39,15,22,48
2099,1911,32,16,33,23,18,30
2100,1912,42,10,33,36,13,35
2101,1913,14,56,52,17,4,43
2102,1914,39,33,29,16,44,42
2103,1915,57,21,2,33,20,48
2104,1916,3,50,18,23,9,52
2105,1917,4,36,25,21,46,33
2106,1918,22,17,50,38,20,16
2107,1919,60,28,54,37,45,11
2108,1920,39,45,31,25,43,33
2109,1921,19,10,16,15,28,35
2110,1922,20,41,22,36,43,38
2111,1923,46,34,59,45,9,42
2112,1924,16,52,53,58,30,12
2113,1925,47,43,38,1,17,45
2114,1926,46,3,2,30,14,20
2115,1927,11,5,30,31,13,19
2116,1928,28,51,59,26,53,10
2117,1929,10,52,23,36,3,43
2118,1930,17,56,37,52,18,4
2119,1931,34,8,2,15,9,22
2120,1932,55,21,16,44,29,10
2121,1933,15,19,35,59,14,2
2122,1934,56,39,35,8,23,59
2123,1935,24,17,10,1,3,23
2124,1935,24,17,10,1,3,23
2125,1935,24,17,10,1,3,23
2126,1936,51,40,52,24,12,3
2127,1937,10,29,24,43,6,55
2128,1938,10,54,42,16,40,32
2129,1939,39,29,24,52,7,45
2130,1940,36,16,9,47,13,17
2131,1941,38,1,9,48,49,24
2132,1942,48,20,43,18,6,24
2133,1943,43,11,39,9,30,12
2134,1944,8,57,47,39,9,59
2135,1945,8,54,21,10,45,4
2136,1946,6,39,4,44,52,60
2137,1947,52,59,55,40,8,33
2138,1948,28,33,20,24,57,12
2139,1949,30,1,14,56,22,6
2140,1950,32,21,10,48,34,57
2141,1951,55,14,16,21,33,19
2142,1952,9,21,53,36,52,38
2143,1953,45,29,42,9,43,26
2144,1954,40,9,49,25,35,33
2145,1955,15,41,45,33,36,27
2146,1956,20,40,28,5,8,45
2147,1957,23,47,29,2,14,22
2148,1958,55,34,22,20,24,15
2149,1959,56,43,21,8,27,35
2150,1960,43,39,18,25,37,1
2151,1961,50,30,25,17,32,26
2152,1962,39,5,6,53,15,25
2153,1963,34,60,5,4,7,42
2154,1964,32,27,48,36,2,50
2155,1965,28,26,55,38,48,35
2156,1966,19,10,32,60,13,40
2157,1967,32,39,13,54,30,46
2158,1968,35,48,44,39,36,52
2159,1969,30,59,20,32,8,48
2160,1970,10,18,24,5,39,52
2161,1971,54,10,52,41,44,4
2162,1972,20,9,59,54,16,57
2163,1973,17,16,60,12,52,1
2164,1974,19,57,38,54,4,27
2165,1975,8,24,47,26,11,57
2166,1976,52,14,19,12,59,25
2167,1977,28,3,32,34,37,16
2168,1978,6,2,57,22,55,44
2169,1979,38,23,45,32,29,22
2170,1980,18,16,12,34,37,17
2171,1981,15,6,39,19,37,53
2172,1982,46,24,20,4,50,14
2173,1983,14,22,6,5,10,36
2174,1984,43,32,21,50,35,29
2175,1985,9,36,29,28,34,55
2176,1986,55,23,44,43,36,56
2177,1987,10,58,14,45,31,34
2178,1988,5,39,10,54,46,42
2179,1989,40,58,30,32,15,22
2180,1990,37,26,11,24,59,34
2181,1991,19,34,44,36,20,28
2182,1992,21,11,13,53,54,5
2183,1992,21,11,13,53,54,5
2184,1993,50,57,48,17,6,33
2185,1994,44,5,32,2,12,40
2186,1995,14,37,39,26,35,29
2187,1996,56,21,20,7,40,24
2188,1997,14,7,35,1,31,46
2189,1998,57,21,24,52,25,8
2190,1999,42,38,49,15,50,37
2191,2000,6,37,34,10,3,17
2192,2000,6,37,34,10,3,17
2193,2000,6,37,34,10,3,17
2194,2000,6,37,34,10,3,17
2195,2000,6,37,34,10,3,17
2196,2000,6,37,34,10,3,17
2197,2000,6,37,34,10,3,17
2198,2000,6,37,34,10,3,17
2199,2000,6,37,34,10,3,17
2200,2000,6,37,34,10,3,17
2201,2000,6,37,34,10,3,17
2202,2000,6,37,34,10,3,17
2203,2000,6,37,34,10,3,17
2204,2000,6,37,34,10,3,17
2205,2000,6,37,34,10,3,17
2206,2000,6,37,34,10,3,17
2207,2000,6,37,34,10,3,17
2208,2001,22,20,52,60,42,36
2209,2002,59,46,28,38,4,30
2210,2003,40,50,43,28,51,34
2211,2004,45,35,1,23,5,14
2212,2004,45,35,1,23,5,14
2213,2004,45,35,1,23,5,14
2214,2005,22,19,33,11,53,34
2215,2006,20,9,1,14,54,25
2216,2007,41,14,54,4,39,58
2217,2008,27,22,58,33,59,42
2218,2009,1,48,50,44,37,46
2219,2010,18,56,8,34,39,10
2220,2011,28,35,58,54,2,32
2221,2012,11,51,36,8,35,27
2222,2013,6,36,53,30,56,23
2223,2014,46,32,16,56,40,53
2224,2015,18,58,32,39,27,17
2225,2016,11,17,48,18,4,21
2226,2017,56,10,11,2,38,24
2227,2018,55,11,27,22,25,59
2228,2019,41,46,54,59,23,52
2229,2020,2,46,57,60,48,36
2230,2021,32,37,40,60,7,14
2231,2022,28,60,52,45,4,48
2232,2023,23,56,8,7,1,6
2233,2023,23,56,8,7,1,6
2234,2024,29,16,20,35,47,23
2235,2025,52,56,4,24,46,55
2236,2026,51,33,23,52,31,10
2237,2027,11,15,39,37,29,44
2238,2028,7,42,58,36,24,11
2239,2028,7,42,58,36,24,11
2240,2028,7,42,58,36,24,11
2241,2028,7,42,58,36,24,11
2242,2029,15,37,18,33,40,6
2243,2030,38,4,58,40,27,59
2244,2031,23,39,18,55,50,37
2245,2032,19,39,20,53,14,6
2246,2033,40,10,18,33,38,43
2247,2034,7,56,22,13,6,17
2248,2035,52,35,49,30,38,36
2249,2036,23,58,8,19,27,7
2250,2037,60,30,14,45,23,16
2251,2038,26,35,40,25,6,38
2252,2039,28,22,6,31,44,12
2253,2040,56,58,54,6,41,9
2254,2041,10,12,54,42,22,25
2255,2042,33,32,22,29,35,14
2256,2043,53,58,21,38,57,56
2257,2044,14,7,60,54,47,56
2258,2045,27,46,15,25,50,45
2259,2046,27,11,6,28,46,3
2260,2047,18,19,44,54,1,29
2261,2048,10,39,38,35,26,19
2262,2049,19,10,27,31,51,53
2263,2050,33,50,38,32,8,31
2264,2051,37,5,44,1,53,6
2265,2052,57,50,56,51,58,59
2266,2052,57,50,56,51,58,59
2267,2052,57,50,56,51,58,59
2268,2052,57,50,56,51,58,59
2269,2053,12,27,40,37,22,55
2270,2054,39,4,7,12,26,22
2271,2055,53,43,46,25,35,6
2272,2056,29,47,22,36,34,18
2273,2057,37,38,20,13,10,54
2274,2058,19,4,23,29,59,56
2275,2059,5,4,36,56,40,44
2276,2060,11,39,41,9,25,8
2277,2061,33,45,44,40,36,54
2278,2062,8,15,34,25,10,23